               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 126,            0.028756,            0.024366,            0.011829,             0.92092,             0.71819,             0.89098,             0.70565,            0.021232,            0.014781,           0.0043589,           0.0097525,           0.0097525,           0.0097525
                 127,            0.028557,            0.024586,            0.012185,             0.91298,             0.72078,             0.88437,              0.6956,            0.021409,            0.014736,            0.004414,           0.0097506,           0.0097506,           0.0097506
                 128,            0.028648,            0.025572,            0.011652,             0.91408,              0.7215,             0.87807,             0.69664,            0.020595,              0.0144,           0.0044381,           0.0097486,           0.0097486,           0.0097486
                 129,            0.027899,             0.02443,            0.011373,             0.91453,             0.72748,             0.89324,             0.70817,            0.021127,            0.014565,           0.0042329,           0.0097466,           0.0097466,           0.0097466
                 130,            0.029327,            0.024224,            0.011497,             0.92126,             0.71606,             0.88234,             0.69358,            0.021362,            0.014644,           0.0042853,           0.0097446,           0.0097446,           0.0097446
                 131,            0.028445,             0.02516,            0.011552,             0.93094,             0.71328,             0.88512,             0.70887,            0.021078,            0.014533,           0.0043195,           0.0097427,           0.0097427,           0.0097427
                 132,            0.029113,            0.024735,            0.012162,             0.92542,             0.71394,             0.88655,             0.70218,            0.020865,            0.014709,           0.0042169,           0.0097407,           0.0097407,           0.0097407
                 133,            0.028598,            0.025038,            0.011734,              0.9311,             0.71831,             0.89037,             0.71665,            0.020468,            0.014596,           0.0043233,           0.0097387,           0.0097387,           0.0097387
                 134,            0.027961,             0.02415,             0.01186,             0.91003,             0.72772,              0.8799,             0.70106,            0.020581,            0.014461,           0.0042164,           0.0097367,           0.0097367,           0.0097367
                 135,            0.029143,            0.025305,            0.011875,             0.92203,             0.72076,             0.88859,              0.7011,            0.021406,            0.014492,           0.0040859,           0.0097347,           0.0097347,           0.0097347
                 136,            0.028961,            0.024417,            0.011869,             0.92313,             0.71918,             0.88504,             0.70175,            0.020483,            0.014396,           0.0041672,           0.0097328,           0.0097328,           0.0097328
                 137,             0.02834,            0.025916,            0.011456,             0.87943,             0.73999,             0.89038,              0.7178,            0.020692,            0.014521,           0.0041603,           0.0097308,           0.0097308,           0.0097308
                 138,            0.028895,            0.024636,             0.01163,             0.93328,             0.72237,             0.90242,             0.71319,            0.020844,             0.01438,             0.00419,           0.0097288,           0.0097288,           0.0097288
                 139,            0.028748,            0.024501,            0.011812,             0.92209,             0.72509,             0.89282,             0.70193,            0.021022,            0.014418,           0.0040667,           0.0097268,           0.0097268,           0.0097268
                 140,            0.028071,            0.024512,            0.010916,              0.8901,             0.74168,             0.89235,             0.70338,            0.020725,            0.014616,           0.0042465,           0.0097248,           0.0097248,           0.0097248
                 141,            0.029535,            0.025253,            0.011674,             0.90937,             0.73556,              0.8959,             0.70068,            0.020957,            0.014575,           0.0040828,           0.0097229,           0.0097229,           0.0097229
                 142,             0.02852,            0.024668,            0.011263,              0.9281,             0.72527,             0.89694,             0.71409,            0.020304,            0.014295,           0.0041768,           0.0097209,           0.0097209,           0.0097209
                 143,            0.028585,             0.02434,            0.011911,             0.92258,             0.72395,             0.90726,             0.71685,            0.021095,            0.014438,           0.0040458,           0.0097189,           0.0097189,           0.0097189
                 144,             0.02912,            0.023751,            0.012226,             0.91855,             0.72128,             0.90806,             0.72174,            0.020792,            0.014447,           0.0041491,           0.0097169,           0.0097169,           0.0097169
                 145,            0.028495,            0.024301,            0.011655,             0.91899,             0.73216,             0.89835,             0.71107,            0.020613,            0.014531,           0.0040768,           0.0097149,           0.0097149,           0.0097149
                 146,            0.029098,            0.024994,            0.011746,             0.89204,             0.74238,             0.91319,             0.73098,            0.020371,            0.014438,           0.0040614,            0.009713,            0.009713,            0.009713
                 147,             0.02795,            0.023506,            0.012471,             0.91829,             0.72609,             0.91829,             0.74149,            0.020442,            0.014281,           0.0039453,            0.009711,            0.009711,            0.009711
                 148,            0.029427,             0.02534,            0.011356,             0.89949,             0.74567,             0.89739,             0.71592,            0.020191,            0.014053,           0.0038642,            0.009709,            0.009709,            0.009709
                 149,              0.0284,            0.024111,            0.010963,             0.93027,             0.72002,             0.90867,              0.7188,            0.020547,            0.014275,           0.0039229,            0.009707,            0.009707,            0.009707
                 150,            0.029988,            0.025425,            0.011112,              0.9107,             0.72724,             0.90661,             0.71249,            0.021961,             0.01423,           0.0040593,            0.009705,            0.009705,            0.009705
                 151,            0.027972,            0.023667,            0.010591,             0.91716,              0.7226,             0.91378,             0.72838,            0.020481,             0.01396,           0.0040467,           0.0097031,           0.0097031,           0.0097031
                 152,            0.029218,            0.023385,            0.010839,             0.92676,             0.71986,             0.92289,             0.74078,            0.020756,            0.014112,           0.0039037,           0.0097011,           0.0097011,           0.0097011
