               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  10,            0.038863,             0.04209,            0.047303,             0.60753,             0.34345,             0.40447,             0.25117,            0.033914,            0.027375,            0.032322,           0.0098218,           0.0098218,           0.0098218
                  11,             0.03932,            0.039867,            0.044962,             0.62048,              0.3666,             0.43923,              0.2677,            0.035092,            0.026552,            0.028826,            0.009802,            0.009802,            0.009802
                  12,            0.039835,            0.038693,            0.040053,             0.62942,              0.3601,             0.45435,             0.27387,            0.035017,            0.026673,            0.028497,           0.0097822,           0.0097822,           0.0097822
                  13,            0.039463,            0.040222,            0.039636,             0.57802,             0.41434,             0.47288,             0.29393,             0.03316,            0.026324,             0.02826,           0.0097624,           0.0097624,           0.0097624
                  14,            0.038608,            0.039114,            0.040588,             0.61491,             0.43121,             0.50413,             0.30778,            0.032772,            0.025291,            0.025546,           0.0097426,           0.0097426,           0.0097426
                  15,            0.038416,             0.03705,            0.038448,             0.62288,             0.43642,              0.5414,             0.34516,            0.032576,            0.025283,            0.023663,           0.0097228,           0.0097228,           0.0097228
                  16,            0.037772,            0.036758,             0.03605,              0.6537,             0.42066,             0.54109,             0.33476,            0.033462,            0.024658,            0.022532,            0.009703,            0.009703,            0.009703
                  17,            0.037887,            0.039176,            0.033128,              0.6206,              0.4695,             0.56251,             0.35925,            0.031723,            0.024176,            0.021629,           0.0096832,           0.0096832,           0.0096832
                  18,            0.037849,            0.037081,            0.032082,              0.5998,             0.51172,             0.57677,             0.36611,            0.031688,             0.02369,            0.020476,           0.0096634,           0.0096634,           0.0096634
                  19,            0.037279,            0.038035,            0.031833,             0.62322,             0.48924,             0.57912,             0.36467,            0.031711,            0.024245,            0.019647,           0.0096436,           0.0096436,           0.0096436
                  20,            0.038404,            0.037384,            0.029565,             0.62499,             0.51376,             0.59511,             0.37454,            0.032731,            0.023252,            0.018352,           0.0096238,           0.0096238,           0.0096238
                  21,            0.037284,            0.034371,            0.031584,             0.65171,              0.5246,             0.60999,             0.38979,            0.031935,            0.022965,            0.017849,            0.009604,            0.009604,            0.009604
                  22,            0.037258,            0.034325,            0.029284,             0.63544,             0.55529,             0.62671,             0.41127,            0.030234,            0.022914,            0.017036,           0.0095842,           0.0095842,           0.0095842
                  23,            0.036439,            0.033164,            0.028108,             0.64702,             0.52863,             0.62727,              0.4123,             0.03083,             0.02243,            0.016949,           0.0095644,           0.0095644,           0.0095644
                  24,            0.036275,            0.036723,            0.029072,             0.62613,             0.54835,              0.6343,             0.41023,            0.031372,            0.021912,             0.01638,           0.0095446,           0.0095446,           0.0095446
                  25,            0.036016,            0.036074,            0.026885,             0.64366,             0.55601,             0.64573,             0.42939,            0.030475,            0.021803,            0.016015,           0.0095248,           0.0095248,           0.0095248
                  26,            0.035952,            0.033957,            0.028683,             0.66096,             0.59445,             0.67487,             0.45051,            0.028908,            0.021127,            0.014702,            0.009505,            0.009505,            0.009505
                  27,            0.034857,            0.034833,            0.024906,             0.68459,             0.57102,             0.67586,             0.45519,            0.029621,            0.021505,            0.014018,           0.0094852,           0.0094852,           0.0094852
                  28,            0.036212,            0.034101,            0.025173,             0.68093,             0.59917,             0.68935,             0.46108,            0.029209,            0.021557,            0.013558,           0.0094654,           0.0094654,           0.0094654
                  29,            0.036105,            0.034625,            0.025768,             0.66788,             0.62484,             0.70461,             0.46151,            0.030142,            0.021119,            0.013429,           0.0094456,           0.0094456,           0.0094456
                  30,            0.036005,            0.033132,            0.023443,             0.66823,             0.63304,             0.70189,             0.46653,            0.029955,            0.020867,            0.012954,           0.0094258,           0.0094258,           0.0094258
                  31,            0.035766,            0.033494,            0.022592,             0.69107,             0.63728,             0.72055,             0.50312,            0.029129,            0.020527,            0.013253,            0.009406,            0.009406,            0.009406
                  32,            0.035081,            0.032005,            0.023053,             0.67837,             0.61999,             0.71975,             0.48115,            0.028235,            0.020752,            0.012588,           0.0093862,           0.0093862,           0.0093862
                  33,            0.035032,            0.032819,            0.021021,             0.70558,             0.64079,             0.73221,             0.50202,            0.028675,            0.020387,            0.012293,           0.0093664,           0.0093664,           0.0093664
                  34,            0.035325,            0.033544,            0.021632,             0.73391,             0.67415,              0.7463,             0.51244,            0.027844,            0.020167,            0.011216,           0.0093466,           0.0093466,           0.0093466
                  35,            0.035101,            0.031637,            0.021696,             0.73283,             0.67506,             0.76385,             0.53275,            0.027547,            0.019778,            0.010856,           0.0093268,           0.0093268,           0.0093268
                  36,            0.034858,            0.032381,            0.020756,             0.72288,             0.67301,             0.76212,              0.5365,            0.027553,            0.019448,            0.010378,            0.009307,            0.009307,            0.009307
                  37,             0.03542,            0.032392,            0.020727,              0.7382,             0.67058,             0.76684,             0.52311,            0.027191,            0.019591,            0.010328,           0.0092872,           0.0092872,           0.0092872
                  38,            0.034272,            0.031509,             0.02082,             0.78602,              0.6754,             0.77689,             0.54744,            0.026773,            0.019425,            0.010078,           0.0092674,           0.0092674,           0.0092674
                  39,            0.033487,            0.031057,            0.020866,              0.7351,             0.68077,             0.76816,             0.53478,            0.027921,            0.019378,            0.010235,           0.0092476,           0.0092476,           0.0092476
                  40,            0.032701,            0.031228,            0.019436,             0.77996,             0.67757,             0.76745,             0.53325,            0.027605,             0.01948,            0.010233,           0.0092278,           0.0092278,           0.0092278
                  41,            0.033768,            0.030249,            0.019669,             0.80311,             0.67713,             0.78804,             0.56016,            0.028039,            0.019483,            0.009687,            0.009208,            0.009208,            0.009208
                  42,            0.034075,             0.03115,            0.020695,             0.82601,             0.68975,             0.79021,             0.55578,            0.028232,            0.019055,           0.0095714,           0.0091882,           0.0091882,           0.0091882
                  43,            0.032688,            0.029786,            0.019957,             0.82682,              0.6937,             0.78724,             0.55449,            0.028328,            0.019377,           0.0093877,           0.0091684,           0.0091684,           0.0091684
                  44,            0.033876,            0.031799,            0.018706,             0.80074,             0.70428,             0.78501,             0.55385,            0.027274,            0.019175,           0.0093529,           0.0091486,           0.0091486,           0.0091486
                  45,            0.033915,            0.032184,            0.017218,             0.83895,             0.71943,             0.80894,             0.57594,            0.026537,            0.018979,           0.0087965,           0.0091288,           0.0091288,           0.0091288
                  46,            0.032727,             0.03025,            0.019352,             0.82623,             0.72364,             0.80945,              0.5775,             0.02607,            0.018802,           0.0085336,            0.009109,            0.009109,            0.009109
                  47,            0.033908,            0.032436,            0.017071,             0.80244,             0.72828,             0.80728,             0.55606,            0.026949,            0.018502,            0.008432,           0.0090892,           0.0090892,           0.0090892
                  48,            0.033651,            0.029665,            0.017818,              0.8453,             0.71839,             0.81197,             0.58487,            0.026699,             0.01864,           0.0082849,           0.0090694,           0.0090694,           0.0090694
                  49,            0.033268,            0.029089,            0.018405,              0.8506,             0.71155,             0.80522,             0.55481,            0.028422,            0.018514,           0.0084526,           0.0090496,           0.0090496,           0.0090496
                  50,            0.032632,            0.029536,            0.017976,             0.87847,             0.71127,             0.81914,             0.58309,            0.026557,            0.018236,           0.0080351,           0.0090298,           0.0090298,           0.0090298
                  51,            0.032214,            0.028992,            0.017842,             0.86121,             0.72999,             0.81903,              0.5938,            0.025787,            0.018234,            0.008204,             0.00901,             0.00901,             0.00901
                  52,            0.032811,             0.02905,            0.016995,             0.86723,             0.73396,             0.82898,              0.5897,            0.025205,            0.017947,           0.0079559,           0.0089902,           0.0089902,           0.0089902
                  53,            0.032341,             0.02804,            0.017149,             0.88479,             0.72886,             0.83706,             0.60314,            0.025124,            0.018201,           0.0083248,           0.0089704,           0.0089704,           0.0089704
                  54,            0.033204,             0.03032,            0.017678,             0.89487,             0.71276,              0.8405,             0.59818,            0.025392,            0.018061,           0.0080366,           0.0089506,           0.0089506,           0.0089506
                  55,            0.032957,             0.02968,            0.016335,              0.8727,              0.7363,             0.82107,             0.58007,            0.026306,            0.017831,            0.007973,           0.0089308,           0.0089308,           0.0089308
                  56,            0.032076,            0.029883,            0.017509,             0.87685,              0.7289,             0.83684,             0.58941,            0.026331,            0.017915,           0.0079799,            0.008911,            0.008911,            0.008911
                  57,             0.03269,             0.02914,            0.015851,             0.87758,             0.72757,             0.82579,             0.56639,            0.027608,             0.01882,           0.0078405,           0.0088912,           0.0088912,           0.0088912
                  58,            0.032298,            0.030453,            0.015893,             0.88505,             0.73041,             0.81998,             0.56403,            0.026574,            0.018095,           0.0075762,           0.0088714,           0.0088714,           0.0088714
                  59,            0.031859,            0.028722,            0.016267,             0.89405,             0.72285,             0.83185,             0.60091,            0.024707,            0.017705,           0.0078068,           0.0088516,           0.0088516,           0.0088516
                  60,            0.031952,            0.028883,            0.016526,             0.87163,             0.74639,             0.82877,             0.59703,            0.024925,            0.017444,           0.0081477,           0.0088318,           0.0088318,           0.0088318
                  61,            0.032077,            0.028613,            0.016754,             0.89024,             0.74463,             0.82237,              0.5937,            0.024846,            0.017422,           0.0074931,            0.008812,            0.008812,            0.008812
                  62,            0.033134,            0.027842,            0.016458,             0.89113,             0.73264,             0.83505,             0.61509,             0.02401,             0.01758,           0.0074383,           0.0087922,           0.0087922,           0.0087922
                  63,            0.031941,            0.027374,            0.015368,             0.88534,             0.73492,             0.83444,             0.61444,            0.024515,            0.017612,           0.0073896,           0.0087724,           0.0087724,           0.0087724
                  64,            0.031997,            0.028157,              0.0159,             0.90349,             0.73613,             0.84296,             0.62029,             0.02532,            0.017588,           0.0076562,           0.0087526,           0.0087526,           0.0087526
                  65,            0.031013,            0.028225,            0.015172,             0.89734,             0.72772,             0.85031,             0.60946,            0.026127,            0.017449,           0.0074082,           0.0087328,           0.0087328,           0.0087328
                  66,            0.032389,            0.026732,            0.015369,             0.89493,             0.73166,             0.84024,             0.61662,            0.025274,            0.017314,           0.0073446,            0.008713,            0.008713,            0.008713
                  67,               0.031,            0.029004,            0.014492,             0.89648,             0.74585,             0.83342,             0.61518,            0.024356,            0.017235,            0.006928,           0.0086932,           0.0086932,           0.0086932
                  68,            0.031589,            0.029154,            0.015821,             0.89693,             0.73933,             0.84382,             0.62935,            0.024801,            0.017021,           0.0069732,           0.0086734,           0.0086734,           0.0086734
                  69,             0.03256,            0.028335,            0.014775,              0.8871,             0.74885,             0.85285,             0.63552,            0.024731,            0.017211,           0.0065775,           0.0086536,           0.0086536,           0.0086536
                  70,            0.030863,            0.029192,             0.01506,             0.87261,             0.75848,             0.84505,             0.62559,            0.024412,            0.017042,            0.006672,           0.0086338,           0.0086338,           0.0086338
                  71,            0.030661,            0.027866,            0.015004,             0.90358,             0.74489,              0.8641,             0.64031,            0.024767,            0.016868,           0.0065491,            0.008614,            0.008614,            0.008614
                  72,            0.030113,            0.026679,            0.014789,             0.88532,             0.75212,              0.8628,              0.6248,            0.024208,            0.016758,            0.006504,           0.0085942,           0.0085942,           0.0085942
                  73,            0.031627,            0.028083,             0.01404,               0.902,             0.75103,             0.85839,              0.6428,            0.024154,            0.016741,           0.0062692,           0.0085744,           0.0085744,           0.0085744
                  74,            0.031048,            0.026481,              0.0146,             0.90318,             0.74169,             0.85067,             0.62347,            0.024404,            0.016896,           0.0063715,           0.0085546,           0.0085546,           0.0085546
                  75,            0.031586,             0.02804,            0.014206,             0.89527,             0.75205,             0.86276,             0.64703,            0.023411,            0.016741,           0.0062911,           0.0085348,           0.0085348,           0.0085348
                  76,             0.03113,            0.029282,            0.014864,             0.91386,             0.73345,             0.87953,             0.64795,            0.023821,            0.016926,           0.0061734,            0.008515,            0.008515,            0.008515
                  77,            0.030007,             0.02729,            0.014246,              0.8927,             0.75457,             0.87817,             0.65651,             0.02373,            0.016752,           0.0059328,           0.0084952,           0.0084952,           0.0084952
                  78,            0.032083,            0.029192,            0.014123,             0.89118,             0.76735,              0.8709,             0.61746,            0.025016,            0.016822,           0.0061587,           0.0084754,           0.0084754,           0.0084754
                  79,            0.031313,            0.027395,            0.013849,             0.90426,             0.75386,             0.88049,             0.65214,            0.023611,            0.016612,           0.0059635,           0.0084556,           0.0084556,           0.0084556
                  80,            0.029543,            0.026429,             0.01394,             0.91032,             0.75768,             0.87243,             0.65569,             0.02296,            0.016388,           0.0058704,           0.0084358,           0.0084358,           0.0084358
                  81,            0.029862,            0.026391,            0.012657,             0.88728,             0.75561,             0.90052,             0.65054,            0.025438,            0.016782,           0.0056827,            0.008416,            0.008416,            0.008416
                  82,            0.032812,            0.028162,            0.013547,             0.91094,             0.74069,             0.88823,             0.66768,            0.023586,            0.016472,           0.0056957,           0.0083962,           0.0083962,           0.0083962
                  83,            0.031171,            0.027295,             0.01381,             0.88915,             0.76439,             0.88125,             0.65794,            0.022635,            0.015978,           0.0057453,           0.0083764,           0.0083764,           0.0083764
                  84,            0.030038,            0.025555,            0.012662,             0.89929,             0.74989,             0.89527,              0.6674,            0.023927,            0.016352,           0.0056704,           0.0083566,           0.0083566,           0.0083566
                  85,            0.030944,            0.027187,            0.012926,             0.91386,              0.7697,             0.89252,             0.66403,            0.022751,            0.016352,           0.0061435,           0.0083368,           0.0083368,           0.0083368
                  86,            0.030693,            0.026948,            0.014952,             0.93367,             0.75058,             0.91324,              0.6989,            0.022094,            0.016038,           0.0055928,            0.008317,            0.008317,            0.008317
                  87,            0.030602,            0.026995,             0.01347,             0.91724,             0.74484,             0.90763,             0.68041,            0.023084,            0.015942,           0.0057707,           0.0082972,           0.0082972,           0.0082972
                  88,            0.030227,            0.026524,            0.012961,             0.90684,             0.74561,             0.89973,             0.67418,            0.023132,            0.016077,           0.0055759,           0.0082774,           0.0082774,           0.0082774
                  89,            0.030029,            0.026868,            0.012694,             0.87621,             0.76903,             0.91773,              0.6775,            0.023646,            0.016341,           0.0054255,           0.0082576,           0.0082576,           0.0082576
                  90,            0.030572,            0.026039,            0.013152,              0.9142,             0.75707,             0.90942,             0.68688,            0.022577,            0.015908,           0.0053815,           0.0082378,           0.0082378,           0.0082378
                  91,            0.030246,            0.024957,             0.01276,             0.92045,             0.75472,             0.91127,             0.70868,            0.021571,            0.015948,           0.0052554,            0.008218,            0.008218,            0.008218
                  92,            0.029594,             0.02548,            0.012454,             0.89879,             0.77911,             0.92316,             0.69331,            0.023036,            0.016006,           0.0054138,           0.0081982,           0.0081982,           0.0081982
                  93,            0.031229,            0.027051,            0.012657,             0.90441,             0.76835,             0.91677,             0.70033,            0.022193,            0.015663,           0.0054761,           0.0081784,           0.0081784,           0.0081784
                  94,            0.030368,            0.026866,            0.011461,             0.90545,             0.77404,              0.9079,             0.68463,             0.02237,            0.015762,           0.0051632,           0.0081586,           0.0081586,           0.0081586
                  95,            0.030904,             0.02619,            0.011652,             0.91012,             0.77122,             0.91498,             0.69053,            0.022203,            0.015493,            0.005143,           0.0081388,           0.0081388,           0.0081388
                  96,            0.028992,            0.024254,            0.012607,             0.91232,             0.77112,             0.91072,             0.70589,            0.021927,            0.015651,           0.0050535,            0.008119,            0.008119,            0.008119
                  97,            0.028863,            0.025155,             0.01134,              0.9012,             0.77683,             0.91623,             0.70628,            0.022043,            0.015255,            0.004929,           0.0080992,           0.0080992,           0.0080992
                  98,            0.029603,            0.024138,            0.012766,             0.88273,             0.77328,             0.91639,             0.70307,            0.023297,            0.015623,            0.005018,           0.0080794,           0.0080794,           0.0080794
                  99,            0.030781,            0.027353,            0.011334,             0.89207,             0.78037,              0.9262,               0.702,             0.02235,             0.01557,           0.0049964,           0.0080596,           0.0080596,           0.0080596
                 100,            0.029886,            0.026505,            0.012409,             0.90238,             0.77601,             0.91937,             0.70416,            0.022212,            0.015543,           0.0051844,           0.0080398,           0.0080398,           0.0080398
                 101,            0.030138,            0.024364,            0.012062,             0.92567,             0.75505,             0.92221,             0.71706,            0.022081,            0.015322,           0.0047921,             0.00802,             0.00802,             0.00802
                 102,             0.02938,            0.024437,            0.012137,             0.93122,             0.75055,              0.9331,             0.70701,            0.023031,            0.015656,            0.004716,           0.0080002,           0.0080002,           0.0080002
                 103,            0.029641,            0.025883,            0.011195,              0.9028,             0.76904,              0.9426,             0.73068,            0.022265,            0.015349,           0.0047597,           0.0079804,           0.0079804,           0.0079804
                 104,            0.028754,            0.025174,            0.011873,             0.91807,             0.76857,              0.9235,             0.70848,            0.021298,            0.015051,           0.0047616,           0.0079606,           0.0079606,           0.0079606
                 105,            0.028727,            0.026018,            0.010927,             0.94057,             0.76584,             0.92941,             0.72614,            0.020736,            0.015192,           0.0045899,           0.0079408,           0.0079408,           0.0079408
                 106,            0.028711,            0.025379,            0.011627,             0.92352,             0.77105,             0.92008,             0.71987,            0.021288,             0.01507,           0.0045661,            0.007921,            0.007921,            0.007921
                 107,            0.028869,            0.025388,            0.011501,             0.91077,             0.76249,             0.94249,             0.72727,            0.021618,            0.015011,           0.0046763,           0.0079012,           0.0079012,           0.0079012
                 108,            0.028624,            0.027426,            0.010381,             0.92491,             0.76458,             0.94418,             0.72828,            0.022257,            0.015179,           0.0044513,           0.0078814,           0.0078814,           0.0078814
                 109,            0.030661,             0.02555,            0.010342,             0.90983,             0.76378,             0.93585,             0.71736,            0.022062,            0.015344,           0.0044854,           0.0078616,           0.0078616,           0.0078616
                 110,            0.028529,            0.024193,            0.011295,             0.91577,             0.77014,             0.93269,             0.72565,             0.02128,            0.015065,           0.0044715,           0.0078418,           0.0078418,           0.0078418
                 111,            0.028554,            0.025835,            0.010968,             0.91802,             0.78152,             0.94224,              0.7418,            0.021201,            0.015012,           0.0043414,            0.007822,            0.007822,            0.007822
                 112,            0.028583,            0.025732,            0.011016,             0.92158,             0.76844,             0.94206,              0.7207,            0.021259,            0.014931,           0.0042278,           0.0078022,           0.0078022,           0.0078022
                 113,            0.028593,            0.025655,            0.011135,             0.85742,              0.8177,             0.94605,             0.73976,             0.02119,            0.014971,            0.004288,           0.0077824,           0.0077824,           0.0077824
                 114,            0.029083,            0.024766,             0.01126,             0.92523,             0.77012,             0.93831,             0.73321,            0.021832,            0.015193,           0.0043644,           0.0077626,           0.0077626,           0.0077626
                 115,            0.029519,            0.024133,            0.011453,              0.9284,             0.76853,             0.93479,               0.736,            0.020778,            0.014994,           0.0043155,           0.0077428,           0.0077428,           0.0077428
                 116,            0.028008,            0.024817,            0.011279,             0.92105,             0.76802,             0.94006,             0.72234,            0.021187,            0.014946,           0.0041706,            0.007723,            0.007723,            0.007723
                 117,            0.028519,            0.025379,            0.011533,             0.91685,             0.77288,             0.93493,             0.74602,            0.020766,            0.014765,           0.0041142,           0.0077032,           0.0077032,           0.0077032
                 118,            0.028422,            0.024005,             0.01077,             0.87015,             0.80109,             0.93567,             0.72589,             0.02154,            0.014989,           0.0041843,           0.0076834,           0.0076834,           0.0076834
                 119,            0.029219,            0.024369,             0.01048,             0.90252,             0.79334,             0.92816,             0.72021,            0.020553,             0.01495,           0.0041468,           0.0076636,           0.0076636,           0.0076636
                 120,            0.028355,            0.024549,            0.011209,             0.90312,             0.79673,             0.93061,             0.72028,              0.0206,            0.014703,           0.0041806,           0.0076438,           0.0076438,           0.0076438
                 121,            0.028115,             0.02365,            0.011445,             0.89208,             0.80297,             0.94103,             0.74186,             0.02085,            0.014547,           0.0041088,            0.007624,            0.007624,            0.007624
                 122,            0.029156,             0.02569,             0.01078,             0.88547,             0.80529,             0.93776,             0.72944,            0.020763,            0.014693,           0.0040835,           0.0076042,           0.0076042,           0.0076042
                 123,            0.028396,            0.023904,            0.011369,             0.85144,             0.82162,             0.94082,             0.74546,            0.020226,            0.014677,           0.0041137,           0.0075844,           0.0075844,           0.0075844
                 124,            0.028201,            0.024573,            0.011006,             0.84064,             0.83925,             0.94282,             0.73419,            0.021248,            0.014738,           0.0038858,           0.0075646,           0.0075646,           0.0075646
                 125,            0.029562,            0.024846,             0.01037,             0.84817,              0.8372,              0.9437,             0.73467,            0.020456,            0.014567,           0.0039317,           0.0075448,           0.0075448,           0.0075448
                 126,            0.028074,            0.025522,            0.011149,             0.88209,             0.82115,             0.94638,             0.75324,            0.019844,            0.014438,           0.0039702,            0.007525,            0.007525,            0.007525
                 127,            0.027487,            0.024495,            0.010785,             0.90491,             0.79509,             0.94969,             0.75855,            0.019913,            0.014534,           0.0040122,           0.0075052,           0.0075052,           0.0075052
                 128,            0.027747,            0.023962,            0.010632,              0.8714,               0.821,             0.94301,             0.75344,            0.020054,            0.014713,           0.0039679,           0.0074854,           0.0074854,           0.0074854
                 129,            0.028063,            0.025384,            0.010208,             0.91511,             0.79865,             0.94339,             0.75455,            0.019791,            0.014555,           0.0037766,           0.0074656,           0.0074656,           0.0074656
                 130,            0.027911,            0.025063,            0.010219,             0.87016,              0.8242,              0.9428,             0.73442,            0.020394,            0.014408,           0.0037206,           0.0074458,           0.0074458,           0.0074458
                 131,            0.028376,            0.023883,           0.0098057,             0.90284,             0.81976,             0.95388,             0.75845,            0.019651,            0.014278,           0.0038148,            0.007426,            0.007426,            0.007426
                 132,             0.02709,            0.023715,           0.0096375,             0.90241,             0.81667,             0.95619,              0.7694,            0.019259,            0.014064,           0.0037644,           0.0074062,           0.0074062,           0.0074062
                 133,            0.027524,            0.023567,            0.010621,             0.90566,             0.81901,             0.95215,             0.76405,            0.020127,            0.014154,           0.0037186,           0.0073864,           0.0073864,           0.0073864
                 134,            0.028945,            0.024391,            0.010419,              0.8656,             0.83933,             0.96148,             0.75634,            0.019919,            0.014329,            0.003699,           0.0073666,           0.0073666,           0.0073666
                 135,            0.028919,            0.023925,            0.010198,             0.88816,             0.82958,             0.96573,             0.76797,             0.02005,            0.014176,           0.0035979,           0.0073468,           0.0073468,           0.0073468
                 136,            0.026365,              0.0235,            0.010067,             0.89404,             0.82246,             0.96874,               0.789,            0.019567,            0.014182,           0.0035943,            0.007327,            0.007327,            0.007327
                 137,            0.027148,            0.024766,           0.0095789,             0.90243,             0.82014,             0.96015,             0.77005,            0.019432,            0.014142,           0.0037089,           0.0073072,           0.0073072,           0.0073072
                 138,            0.027644,            0.024446,            0.009235,             0.89327,              0.8164,             0.95814,             0.75651,            0.019442,            0.014182,           0.0037401,           0.0072874,           0.0072874,           0.0072874
                 139,            0.026763,            0.023509,            0.010991,             0.88665,             0.81625,             0.95479,             0.74924,            0.019653,            0.014291,           0.0037002,           0.0072676,           0.0072676,           0.0072676
                 140,             0.02722,            0.024513,            0.010602,             0.91469,             0.80755,             0.95492,             0.76954,            0.019025,            0.014023,           0.0034817,           0.0072478,           0.0072478,           0.0072478
                 141,            0.028959,             0.02444,           0.0095847,             0.84217,             0.85655,              0.9522,             0.76548,             0.01989,            0.014359,           0.0035786,            0.007228,            0.007228,            0.007228
                 142,            0.026898,             0.02349,           0.0095928,              0.8471,             0.85206,             0.96467,             0.77968,            0.018725,            0.014139,           0.0036076,           0.0072082,           0.0072082,           0.0072082
                 143,            0.027534,            0.024332,             0.00962,              0.8582,              0.8617,              0.9597,             0.76952,            0.020036,            0.014318,            0.003313,           0.0071884,           0.0071884,           0.0071884
                 144,            0.027425,            0.024897,           0.0087101,             0.86316,             0.85738,             0.95583,             0.76936,            0.018948,            0.014158,           0.0032649,           0.0071686,           0.0071686,           0.0071686
                 145,            0.027041,              0.0219,           0.0097917,             0.83793,              0.8562,             0.94663,             0.75213,            0.019567,            0.013968,           0.0032967,           0.0071488,           0.0071488,           0.0071488
                 146,            0.027009,            0.022321,           0.0090832,             0.89887,             0.82093,             0.95228,             0.76845,            0.020077,             0.01415,           0.0032869,            0.007129,            0.007129,            0.007129
                 147,            0.027671,            0.025455,            0.009173,             0.79744,             0.89344,              0.9618,             0.78215,            0.019404,            0.013916,           0.0033236,           0.0071092,           0.0071092,           0.0071092
                 148,            0.026786,            0.023525,           0.0088832,             0.90073,             0.82863,             0.96616,             0.78575,             0.01898,            0.014127,           0.0033754,           0.0070894,           0.0070894,           0.0070894
                 149,            0.026726,             0.02352,           0.0092331,             0.91818,             0.82439,             0.97261,              0.7895,            0.018971,            0.013935,           0.0032735,           0.0070696,           0.0070696,           0.0070696
                 150,            0.027198,              0.0243,           0.0093857,             0.80339,             0.88912,             0.96785,             0.78167,            0.018914,            0.013794,           0.0032727,           0.0070498,           0.0070498,           0.0070498
                 151,            0.026987,            0.023156,           0.0093853,             0.78406,             0.89994,             0.97011,             0.78426,            0.019067,            0.013858,           0.0031706,             0.00703,             0.00703,             0.00703
                 152,            0.025572,             0.02283,            0.009126,             0.80892,             0.89851,             0.97617,              0.7948,            0.018802,            0.013671,           0.0030656,           0.0070102,           0.0070102,           0.0070102
                 153,            0.026484,             0.02281,           0.0090668,             0.80367,             0.89792,              0.9737,             0.78676,            0.018937,            0.013563,           0.0030855,           0.0069904,           0.0069904,           0.0069904
                 154,            0.027091,            0.023583,           0.0087365,             0.78319,             0.90938,               0.977,             0.79108,            0.018838,            0.013663,           0.0030845,           0.0069706,           0.0069706,           0.0069706
                 155,            0.027137,            0.023764,            0.010161,             0.79886,              0.9129,             0.97247,             0.79204,            0.018964,            0.013725,           0.0031314,           0.0069508,           0.0069508,           0.0069508
                 156,             0.02684,            0.022441,           0.0088807,             0.77734,             0.92137,             0.97599,             0.79134,            0.018863,            0.013535,           0.0031139,            0.006931,            0.006931,            0.006931
                 157,            0.026851,            0.022802,           0.0095929,             0.80097,             0.90904,             0.97537,             0.79136,            0.018641,            0.013515,           0.0030574,           0.0069112,           0.0069112,           0.0069112
                 158,            0.026579,            0.022275,           0.0098451,             0.85749,             0.86323,             0.97331,             0.78466,            0.018823,            0.013734,           0.0030648,           0.0068914,           0.0068914,           0.0068914
                 159,            0.026285,            0.023178,           0.0083536,             0.85566,             0.85993,             0.96608,             0.79018,            0.018464,            0.013677,           0.0031028,           0.0068716,           0.0068716,           0.0068716
                 160,            0.026191,            0.023034,           0.0091963,             0.80272,             0.89816,             0.97044,             0.78086,            0.018741,            0.013706,           0.0030208,           0.0068518,           0.0068518,           0.0068518
