               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  34,             0.03106,            0.026998,            0.017635,             0.82741,             0.72306,             0.77311,              0.5876,            0.024956,            0.016024,           0.0093511,           0.0099673,           0.0099673,           0.0099673
                  35,            0.031216,            0.026872,            0.017676,             0.80646,              0.7052,             0.76407,             0.57137,            0.026174,            0.016206,           0.0090279,           0.0099663,           0.0099663,           0.0099663
                  36,            0.032119,            0.024881,            0.016934,             0.81312,             0.71207,             0.76482,             0.56485,            0.026778,            0.016463,           0.0090286,           0.0099654,           0.0099654,           0.0099654
                  37,            0.033241,            0.027523,            0.017325,               0.821,             0.71562,              0.7672,             0.55902,            0.027136,            0.016519,           0.0089092,           0.0099644,           0.0099644,           0.0099644
                  38,            0.031974,             0.02696,            0.017771,             0.76178,              0.7267,             0.76388,             0.56808,            0.027682,            0.016423,           0.0088931,           0.0099634,           0.0099634,           0.0099634
                  39,            0.031146,            0.024637,            0.017937,             0.76941,             0.72261,               0.768,             0.57971,             0.02619,            0.016263,           0.0087871,           0.0099624,           0.0099624,           0.0099624
                  40,             0.03161,            0.027641,            0.015843,             0.81587,               0.738,             0.78917,             0.59231,            0.025828,            0.016103,            0.008282,           0.0099614,           0.0099614,           0.0099614
                  41,            0.032331,            0.025612,            0.016598,             0.80846,             0.71996,             0.77949,             0.57707,            0.027598,            0.016663,           0.0089829,           0.0099604,           0.0099604,           0.0099604
                  42,            0.031949,            0.026769,            0.017733,             0.84493,             0.73708,             0.79498,             0.56887,            0.026218,            0.016239,           0.0086874,           0.0099594,           0.0099594,           0.0099594
                  43,            0.031363,              0.0262,            0.015677,             0.86561,             0.72098,             0.77822,             0.57529,            0.024983,            0.015897,           0.0084689,           0.0099584,           0.0099584,           0.0099584
                  44,            0.031685,             0.02662,            0.016274,             0.87075,             0.72336,              0.7841,             0.58373,            0.024658,            0.015682,           0.0085246,           0.0099574,           0.0099574,           0.0099574
                  45,              0.0325,            0.027806,            0.015361,             0.86692,             0.73397,             0.78638,              0.5892,            0.025437,            0.016021,           0.0081555,           0.0099564,           0.0099564,           0.0099564
                  46,            0.031785,            0.025677,             0.01691,             0.88712,             0.73337,             0.79149,             0.59361,            0.025321,            0.015609,             0.00798,           0.0099555,           0.0099555,           0.0099555
                  47,            0.030818,            0.025758,            0.014391,             0.90249,               0.741,             0.78196,             0.59834,            0.025074,            0.015351,           0.0078124,           0.0099545,           0.0099545,           0.0099545
                  48,            0.030842,            0.026538,            0.015094,             0.89354,             0.73819,             0.78896,             0.61344,            0.024183,            0.014949,           0.0075801,           0.0099535,           0.0099535,           0.0099535
                  49,            0.030424,            0.026276,            0.016692,             0.89103,             0.73302,             0.79753,             0.59981,            0.024927,            0.015658,           0.0082315,           0.0099525,           0.0099525,           0.0099525
                  50,            0.029928,            0.024994,            0.015723,             0.88127,             0.73793,             0.79157,             0.59529,            0.025084,            0.015263,           0.0074168,           0.0099515,           0.0099515,           0.0099515
                  51,            0.031115,            0.025964,            0.014273,             0.88157,             0.73677,             0.79894,             0.60178,            0.025783,            0.015384,           0.0073491,           0.0099505,           0.0099505,           0.0099505
                  52,            0.031674,            0.024593,            0.014648,             0.89548,             0.74045,             0.80573,             0.61353,            0.024361,            0.016099,           0.0074712,           0.0099495,           0.0099495,           0.0099495
                  53,            0.029756,             0.02564,            0.016613,             0.91145,             0.73938,             0.81637,             0.61077,            0.025147,            0.015406,           0.0071106,           0.0099485,           0.0099485,           0.0099485
                  54,            0.032744,            0.025873,            0.015893,             0.90326,             0.74992,             0.81041,              0.5874,            0.025551,            0.015717,           0.0073604,           0.0099475,           0.0099475,           0.0099475
                  55,            0.031208,            0.024275,            0.015236,             0.88433,             0.74304,             0.79678,             0.58609,            0.025833,            0.015541,           0.0071751,           0.0099465,           0.0099465,           0.0099465
                  56,            0.030705,            0.025151,            0.016888,             0.91704,             0.74526,             0.79494,             0.57678,             0.02527,            0.015409,           0.0070427,           0.0099456,           0.0099456,           0.0099456
                  57,             0.03087,            0.024459,            0.014753,             0.90661,             0.74049,             0.80575,             0.60601,            0.025215,            0.015587,           0.0069693,           0.0099446,           0.0099446,           0.0099446
                  58,            0.030339,             0.02552,             0.01588,             0.90347,             0.73389,             0.80476,             0.61834,            0.024222,            0.015459,           0.0072448,           0.0099436,           0.0099436,           0.0099436
                  59,            0.030515,             0.02533,            0.014312,             0.92097,             0.73551,             0.79593,             0.59107,            0.024107,            0.015745,            0.007406,           0.0099426,           0.0099426,           0.0099426
                  60,            0.030891,            0.025364,            0.015079,              0.9187,             0.74112,             0.80011,             0.61065,            0.024322,            0.015342,           0.0070774,           0.0099416,           0.0099416,           0.0099416
                  61,            0.031897,            0.025847,            0.014858,             0.89702,             0.72217,              0.7995,             0.59616,            0.027384,            0.015755,           0.0071988,           0.0099406,           0.0099406,           0.0099406
                  62,            0.031966,             0.02616,            0.015449,             0.90949,             0.75051,             0.79613,             0.61662,            0.023411,            0.015102,           0.0070337,           0.0099396,           0.0099396,           0.0099396
                  63,            0.031891,            0.025949,            0.015191,             0.89702,             0.74155,             0.79929,             0.59117,            0.025711,            0.015403,           0.0067656,           0.0099386,           0.0099386,           0.0099386
                  64,            0.031277,            0.026309,            0.014655,             0.92256,             0.74518,             0.81324,             0.61795,            0.024725,            0.015121,           0.0067018,           0.0099376,           0.0099376,           0.0099376
                  65,            0.031374,            0.025374,              0.0144,             0.90469,             0.74611,              0.7986,             0.58616,            0.024891,            0.015152,           0.0068913,           0.0099366,           0.0099366,           0.0099366
                  66,            0.031664,            0.023711,            0.015053,             0.91381,             0.73641,             0.81164,             0.59992,            0.024799,            0.015581,           0.0071458,           0.0099357,           0.0099357,           0.0099357
                  67,            0.030238,            0.025456,            0.013603,             0.92194,             0.73338,              0.8134,             0.61661,            0.023739,            0.015247,           0.0068982,           0.0099347,           0.0099347,           0.0099347
                  68,            0.031423,            0.025161,            0.014388,             0.91229,             0.73275,             0.80272,             0.59676,            0.025245,            0.015267,           0.0064708,           0.0099337,           0.0099337,           0.0099337
                  69,            0.032003,            0.026007,            0.012933,             0.90283,             0.74426,             0.81733,             0.62155,            0.024766,             0.01503,           0.0064805,           0.0099327,           0.0099327,           0.0099327
                  70,            0.031195,            0.023943,            0.014331,             0.90728,             0.75128,             0.81094,             0.62178,            0.024395,            0.014796,           0.0066403,           0.0099317,           0.0099317,           0.0099317
                  71,             0.03001,            0.025337,            0.015398,             0.88603,              0.7477,             0.81006,             0.59852,            0.024796,            0.015177,           0.0063843,           0.0099307,           0.0099307,           0.0099307
                  72,            0.030655,            0.026184,             0.01285,             0.91907,             0.74656,             0.82002,             0.62278,            0.024446,            0.015001,           0.0061908,           0.0099297,           0.0099297,           0.0099297
                  73,            0.030407,            0.025107,            0.013392,             0.92234,             0.74575,             0.81684,              0.6306,            0.023554,            0.014705,           0.0061197,           0.0099287,           0.0099287,           0.0099287
                  74,            0.032551,             0.02669,            0.012772,             0.89964,             0.74861,              0.8151,             0.62114,            0.024806,            0.014797,           0.0062125,           0.0099277,           0.0099277,           0.0099277
                  75,            0.031602,            0.025071,            0.013718,             0.92434,             0.74775,             0.82559,             0.63199,            0.024916,            0.014753,           0.0062124,           0.0099267,           0.0099267,           0.0099267
                  76,            0.031624,            0.025509,            0.013494,             0.91964,             0.73995,             0.84304,             0.64806,            0.024325,            0.014599,           0.0061166,           0.0099258,           0.0099258,           0.0099258
                  77,            0.031318,            0.022878,            0.013485,             0.89095,             0.74349,              0.8361,             0.62898,            0.025357,            0.014697,           0.0060652,           0.0099248,           0.0099248,           0.0099248
                  78,            0.032282,            0.024988,            0.014299,             0.91282,             0.74277,             0.82385,              0.6168,            0.025857,            0.014602,           0.0061698,           0.0099238,           0.0099238,           0.0099238
                  79,            0.031916,            0.024887,            0.012974,             0.91189,             0.74595,             0.82083,             0.63138,             0.02405,            0.014462,           0.0061416,           0.0099228,           0.0099228,           0.0099228
                  80,            0.029642,             0.02246,            0.013363,             0.91766,             0.75244,             0.82797,             0.62279,            0.024895,            0.014685,           0.0060025,           0.0099218,           0.0099218,           0.0099218
                  81,            0.030152,            0.024461,            0.012296,             0.91827,              0.7535,             0.82384,             0.63753,            0.023438,            0.014572,           0.0059954,           0.0099208,           0.0099208,           0.0099208
                  82,            0.030538,            0.023977,            0.014257,             0.91574,             0.75167,             0.82064,             0.61612,            0.025177,            0.015045,           0.0060923,           0.0099198,           0.0099198,           0.0099198
                  83,            0.032274,             0.02493,            0.013229,             0.92133,             0.75108,             0.82669,             0.62203,            0.024882,            0.014853,            0.005961,           0.0099188,           0.0099188,           0.0099188
                  84,            0.031662,             0.02492,             0.01299,             0.89905,              0.7596,             0.83835,             0.63536,               0.024,            0.014581,           0.0057429,           0.0099178,           0.0099178,           0.0099178
                  85,            0.029901,            0.023967,            0.013301,             0.90466,             0.74945,             0.82923,             0.64518,            0.023293,            0.014316,           0.0058975,           0.0099168,           0.0099168,           0.0099168
                  86,            0.030291,            0.022652,            0.012484,             0.90885,             0.74791,             0.83814,             0.62761,            0.024129,             0.01439,           0.0056261,           0.0099159,           0.0099159,           0.0099159
                  87,            0.030652,             0.02508,            0.011203,             0.91042,             0.75041,             0.84076,             0.64601,            0.024045,            0.014792,           0.0055598,           0.0099149,           0.0099149,           0.0099149
                  88,            0.029934,            0.022391,            0.012623,             0.91348,             0.75871,             0.83627,             0.64988,            0.024521,            0.014554,           0.0056287,           0.0099139,           0.0099139,           0.0099139
                  89,            0.029662,            0.023551,            0.013089,             0.91539,             0.76077,             0.84559,             0.65289,            0.024276,            0.014457,           0.0053566,           0.0099129,           0.0099129,           0.0099129
                  90,             0.03147,            0.022859,            0.012965,             0.88592,             0.75165,              0.8602,             0.62129,            0.026701,            0.014955,           0.0056988,           0.0099119,           0.0099119,           0.0099119
                  91,            0.031494,            0.024345,            0.012817,             0.92796,             0.74535,             0.85513,             0.66442,              0.0246,            0.014527,           0.0057064,           0.0099109,           0.0099109,           0.0099109
                  92,            0.031339,             0.02469,            0.012605,             0.91425,             0.76127,             0.85542,             0.66056,            0.023094,            0.014182,           0.0054729,           0.0099099,           0.0099099,           0.0099099
                  93,            0.032137,            0.023721,            0.011999,             0.91038,             0.75515,             0.84957,             0.64426,            0.024395,            0.014843,           0.0054125,           0.0099089,           0.0099089,           0.0099089
                  94,              0.0306,            0.024355,            0.012285,             0.91625,             0.75499,             0.86148,              0.6831,            0.022613,            0.014262,           0.0053893,           0.0099079,           0.0099079,           0.0099079
                  95,             0.03068,            0.024623,            0.013165,             0.92108,             0.75859,             0.86037,             0.67499,            0.024054,             0.01427,           0.0053124,           0.0099069,           0.0099069,           0.0099069
                  96,            0.030069,            0.022615,            0.012244,             0.92178,             0.74432,             0.86025,             0.66409,            0.023676,            0.014405,           0.0053231,            0.009906,            0.009906,            0.009906
                  97,             0.03046,            0.024279,            0.011683,             0.91125,             0.74595,             0.87104,             0.66585,             0.02378,            0.014336,           0.0051909,            0.009905,            0.009905,            0.009905
                  98,            0.031693,            0.023904,            0.011553,             0.90534,             0.76139,             0.85305,             0.64494,            0.024476,             0.01438,           0.0052079,            0.009904,            0.009904,            0.009904
                  99,            0.030057,            0.024052,            0.012326,             0.92284,             0.75048,             0.87198,               0.683,            0.023045,            0.014237,           0.0051422,            0.009903,            0.009903,            0.009903
                 100,            0.031423,            0.024913,             0.01173,             0.91513,             0.76798,             0.87771,             0.68429,            0.022642,            0.013957,           0.0051139,            0.009902,            0.009902,            0.009902
                 101,            0.031406,            0.023904,            0.011739,             0.92679,             0.76525,             0.88528,             0.68037,            0.023138,            0.014286,           0.0050978,            0.009901,            0.009901,            0.009901
                 102,            0.031257,             0.02374,            0.012845,             0.91891,             0.76258,             0.89226,             0.68563,            0.022567,            0.013773,           0.0050186,              0.0099,              0.0099,              0.0099
                 103,            0.029827,             0.02223,            0.012471,              0.9119,             0.76032,             0.88527,             0.68578,            0.022989,            0.013725,           0.0048915,            0.009899,            0.009899,            0.009899
                 104,            0.030346,            0.023099,            0.012146,             0.92121,             0.75843,             0.88071,             0.66744,            0.023998,               0.014,           0.0049262,            0.009898,            0.009898,            0.009898
                 105,            0.030265,            0.023225,            0.012644,             0.91059,             0.75864,             0.88547,             0.67958,            0.023334,            0.013947,            0.005051,            0.009897,            0.009897,            0.009897
                 106,            0.029917,            0.023286,              0.0117,             0.91162,             0.75829,             0.88265,             0.69335,            0.022083,            0.013841,            0.004986,           0.0098961,           0.0098961,           0.0098961
                 107,            0.030419,            0.023432,            0.010497,               0.915,             0.76308,             0.88145,             0.66754,            0.024625,            0.014507,           0.0048593,           0.0098951,           0.0098951,           0.0098951
                 108,            0.030494,            0.024977,            0.010998,             0.91279,             0.76713,             0.87898,             0.68502,            0.022173,            0.014028,           0.0048902,           0.0098941,           0.0098941,           0.0098941
                 109,            0.030536,            0.022141,             0.01207,             0.91826,             0.76155,             0.88407,             0.68854,            0.023476,            0.013994,           0.0048311,           0.0098931,           0.0098931,           0.0098931
                 110,            0.030373,            0.022028,            0.011444,             0.92043,             0.74424,             0.88724,             0.69133,            0.022977,             0.01402,           0.0049692,           0.0098921,           0.0098921,           0.0098921
                 111,            0.030986,            0.022673,            0.011975,             0.92192,             0.75767,              0.8754,             0.66214,            0.024023,            0.014422,           0.0048939,           0.0098911,           0.0098911,           0.0098911
                 112,            0.031373,            0.025114,            0.011761,             0.91466,              0.7552,             0.88281,             0.68771,            0.023569,            0.014257,           0.0049588,           0.0098901,           0.0098901,           0.0098901
                 113,             0.03094,            0.024146,            0.011656,             0.90685,             0.75783,             0.88329,             0.68242,            0.023852,            0.014143,            0.004925,           0.0098891,           0.0098891,           0.0098891
                 114,            0.030538,            0.022789,            0.011257,             0.90268,             0.75979,             0.89268,             0.68461,            0.023418,             0.01392,           0.0048378,           0.0098881,           0.0098881,           0.0098881
                 115,            0.031898,            0.022752,            0.010896,             0.90976,             0.76744,             0.90538,             0.69811,             0.02307,            0.013849,           0.0046581,           0.0098871,           0.0098871,           0.0098871
                 116,            0.030114,            0.022815,            0.010891,             0.92262,             0.76745,             0.89814,             0.70575,             0.02291,            0.013837,           0.0048183,           0.0098861,           0.0098861,           0.0098861
                 117,            0.031014,             0.02384,            0.011136,             0.89127,             0.75934,             0.88484,             0.68009,            0.023414,            0.014049,           0.0050792,           0.0098852,           0.0098852,           0.0098852
                 118,            0.030903,            0.022191,            0.011297,             0.90827,             0.75537,             0.90573,              0.7031,            0.023359,            0.013854,           0.0049028,           0.0098842,           0.0098842,           0.0098842
                 119,            0.029967,            0.022311,            0.011454,             0.90833,             0.75822,             0.89032,             0.69071,            0.023084,            0.013642,           0.0048552,           0.0098832,           0.0098832,           0.0098832
                 120,            0.030372,            0.023416,            0.010972,             0.91094,             0.76739,              0.9057,             0.71137,            0.022728,             0.01365,           0.0047697,           0.0098822,           0.0098822,           0.0098822
                 121,            0.028978,            0.022053,            0.011208,             0.91971,             0.75779,             0.90795,             0.69036,             0.02375,            0.013896,           0.0045554,           0.0098812,           0.0098812,           0.0098812
                 122,             0.02997,            0.024379,            0.011329,              0.9208,             0.76557,             0.90692,             0.67717,            0.022698,            0.013636,           0.0044834,           0.0098802,           0.0098802,           0.0098802
                 123,            0.030792,            0.024054,            0.011769,             0.91344,             0.76561,             0.90837,             0.72147,            0.022937,            0.013569,           0.0045371,           0.0098792,           0.0098792,           0.0098792
                 124,            0.030317,            0.023718,             0.01042,             0.88559,             0.79053,             0.91639,             0.71954,            0.022062,            0.013558,            0.004404,           0.0098782,           0.0098782,           0.0098782
                 125,            0.029297,            0.021097,            0.011017,             0.88392,              0.7923,             0.90185,              0.7105,            0.022802,            0.013566,           0.0044979,           0.0098772,           0.0098772,           0.0098772
                 126,            0.030356,            0.023256,             0.01062,             0.89301,             0.79375,             0.91949,             0.71547,            0.023089,            0.013637,           0.0044495,           0.0098763,           0.0098763,           0.0098763
                 127,             0.03098,            0.024897,            0.010113,             0.91615,             0.77381,             0.91924,             0.71546,            0.023024,            0.013663,           0.0045083,           0.0098753,           0.0098753,           0.0098753
                 128,            0.030886,            0.024387,            0.010985,             0.91655,             0.77201,             0.92443,             0.72608,            0.022327,            0.013468,           0.0042818,           0.0098743,           0.0098743,           0.0098743
                 129,            0.029529,            0.023154,             0.01011,             0.92877,             0.76981,             0.92455,              0.7342,            0.021875,            0.013241,           0.0042249,           0.0098733,           0.0098733,           0.0098733
                 130,            0.029107,            0.022791,            0.010946,             0.91911,             0.77557,              0.9212,             0.71942,            0.022394,            0.013545,           0.0041938,           0.0098723,           0.0098723,           0.0098723
                 131,            0.029008,            0.023489,            0.010597,              0.9166,             0.78186,             0.92898,             0.73577,            0.022254,            0.013548,           0.0042541,           0.0098713,           0.0098713,           0.0098713
                 132,            0.029582,            0.022284,            0.010131,             0.92236,             0.79381,             0.91417,             0.71396,            0.022598,            0.013493,            0.004164,           0.0098703,           0.0098703,           0.0098703
                 133,            0.030305,            0.022659,            0.010303,             0.92937,             0.78938,             0.91849,             0.71085,            0.023185,            0.013889,           0.0044621,           0.0098693,           0.0098693,           0.0098693
                 134,            0.030654,            0.023249,             0.01159,             0.91739,             0.78627,             0.93885,             0.73419,            0.023216,             0.01389,           0.0041372,           0.0098683,           0.0098683,           0.0098683
                 135,            0.030147,            0.022665,            0.010479,             0.90209,             0.78236,             0.92864,             0.72267,            0.023016,            0.013768,           0.0040908,           0.0098673,           0.0098673,           0.0098673
                 136,            0.030846,             0.02204,            0.010319,             0.91866,             0.78237,             0.93362,             0.71849,            0.022881,            0.013708,           0.0040987,           0.0098664,           0.0098664,           0.0098664
                 137,            0.031199,            0.023946,            0.010807,             0.92587,             0.77756,             0.91842,             0.70922,            0.022735,            0.013652,           0.0040802,           0.0098654,           0.0098654,           0.0098654
                 138,            0.031314,            0.022518,            0.010231,             0.91901,             0.77962,             0.93428,             0.73454,              0.0227,             0.01368,           0.0040124,           0.0098644,           0.0098644,           0.0098644
                 139,            0.029535,            0.021496,            0.010743,             0.90638,             0.79517,             0.93105,             0.73705,             0.02244,            0.013434,           0.0039911,           0.0098634,           0.0098634,           0.0098634
                 140,             0.03075,            0.022113,            0.010163,             0.90783,             0.78755,             0.93958,             0.72104,            0.022828,            0.013582,           0.0039982,           0.0098624,           0.0098624,           0.0098624
                 141,            0.031205,            0.022933,            0.010632,             0.90285,             0.79408,             0.93583,             0.73553,            0.022234,            0.013669,           0.0039731,           0.0098614,           0.0098614,           0.0098614
                 142,             0.03065,            0.022708,            0.010295,             0.91247,             0.77913,             0.94768,             0.74316,            0.022045,            0.013584,           0.0039749,           0.0098604,           0.0098604,           0.0098604
                 143,            0.030997,            0.023022,             0.01029,             0.90178,             0.79103,             0.94852,             0.74247,            0.022199,            0.013643,           0.0038754,           0.0098594,           0.0098594,           0.0098594
                 144,            0.029633,            0.023542,           0.0097625,             0.91639,             0.78035,             0.93529,             0.73741,            0.022398,            0.013523,           0.0039655,           0.0098584,           0.0098584,           0.0098584
                 145,             0.02942,            0.023102,           0.0097932,             0.91906,             0.78406,             0.93589,             0.72832,            0.021983,            0.013442,           0.0038132,           0.0098574,           0.0098574,           0.0098574
                 146,            0.028548,            0.021489,           0.0096155,              0.9129,              0.7876,             0.93691,             0.74288,            0.021013,            0.013448,           0.0038249,           0.0098565,           0.0098565,           0.0098565
                 147,            0.029202,            0.022094,            0.010223,             0.88534,             0.80011,             0.94027,             0.72684,            0.021512,             0.01326,           0.0039192,           0.0098555,           0.0098555,           0.0098555
                 148,            0.030028,              0.0234,            0.010201,             0.91427,             0.78913,              0.9421,              0.7382,            0.021842,            0.013384,            0.003797,           0.0098545,           0.0098545,           0.0098545
                 149,            0.029999,             0.02204,            0.010198,             0.91591,             0.79203,             0.95012,             0.74001,            0.021561,            0.013354,            0.003807,           0.0098535,           0.0098535,           0.0098535
                 150,            0.030027,            0.022827,           0.0096306,             0.92172,             0.79633,             0.95065,             0.75765,            0.022236,             0.01368,           0.0039078,           0.0098525,           0.0098525,           0.0098525
                 151,            0.031135,            0.022509,            0.011166,              0.9263,             0.77798,             0.94626,             0.74948,            0.021646,            0.013565,           0.0037559,           0.0098515,           0.0098515,           0.0098515
                 152,            0.029356,             0.02129,            0.010318,              0.9191,             0.78143,             0.95138,              0.7431,             0.02163,            0.013637,           0.0036538,           0.0098505,           0.0098505,           0.0098505
